Item,Cat,Type,Tags
{{ModId}}_MarconaAlmond,-81,Greens,"raffadax_object, raffadax_fruittrees_object, category_nut"
{{ModId}}_MeyerLemon,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_MimosaFlower,-80,Flower,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_Mistletoe,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, forage_item"
{{ModId}}_MonsteraDeliciosa,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_Moonberry,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, category_legendaryfruit"
{{ModId}}_Mulberry,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_Myristica,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_NinoBananas,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_Olive,-75,Vegetable,"olive_object, raffadax_object, raffadax_fruittrees_object"
{{ModId}}_Osmanthus,-80,Flower,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_Papaya,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_Pear,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_Pecan,-81,Greens,"raffadax_object, raffadax_fruittrees_object, forage_item, category_nut"
{{ModId}}_Persimmon,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_PimentoBerry,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_PineNut,-81,Greens,"raffadax_object, raffadax_fruittrees_object, category_nut"
{{ModId}}_PinkLemon,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, category_enchantedfruit"
{{ModId}}_Pistachio,-81,Greens,"raffadax_object, raffadax_fruittrees_object, category_nut"
{{ModId}}_Plantain,-75,Vegetable,"raffadax_object, raffadax_fruittrees_object, category_fruit"
{{ModId}}_PoisonApple,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, forage_item, category_legendaryfruit"
{{ModId}}_PolarBerry,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, category_legendaryfruit"
{{ModId}}_Quince,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_RainbowEucalyptusLeaf,-81,Greens,"raffadax_object, raffadax_fruittrees_object, category_medicinalherb"
{{ModId}}_Rambutan,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_Raspberry,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_RedAnjouPear,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_RedDaccaBanana,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_Rooibos,-81,Greens,"raffadax_object, raffadax_fruittrees_object, category_tealeaf"
{{ModId}}_RoseGrapes,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_RoseofAvalon,-80,Flower,"raffadax_object, raffadax_fruittrees_object, category_legendaryflower"
{{ModId}}_Rosemary,-81,Greens,"raffadax_object, raffadax_fruittrees_object, category_herb"
{{ModId}}_Rowanberry,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, forage_item"
{{ModId}}_RoyalPoinciana,-80,Flower,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_RubyRedGrapefruit,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_Sakura,-80,Flower,"raffadax_object, raffadax_fruittrees_object, forage_item"
{{ModId}}_Sandalwood,-16,Building Resources,"raffadax_object, raffadax_fruittrees_object, category_resource"
{{ModId}}_Saskatoon,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_SassafrasRoot,-81,Greens,"raffadax_object, raffadax_fruittrees_object, category_herb"
{{ModId}}_SeaHeart,-81,Greens,"raffadax_object, raffadax_fruittrees_object, forage_item, category_bean"
{{ModId}}_SloePlum,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, forage_item"
{{ModId}}_SpruceTips,-81,Greens,"raffadax_object, raffadax_fruittrees_object, forage_item, category_herb"
{{ModId}}_StarAnise,-81,Greens,"raffadax_object, raffadax_fruittrees_object, category_spice"
{{ModId}}_StarApple,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_StarJasmine,-80,Flower,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_Stardrop,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, category_mythicfruit"
{{ModId}}_Sugarcane,-81,Greens,"raffadax_object, raffadax_fruittrees_object, forage_item, category_resource"
{{ModId}}_Sumac,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, category_spice"
{{ModId}}_SummerStarberry,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, forage_item, category_legendaryfruit"
{{ModId}}_Sunberry,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, forage_item, category_legendaryfruit"
{{ModId}}_Tamarind,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_VakkhicGrape,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, category_divinefruit"
{{ModId}}_Walnut,-81,Greens,"raffadax_object, raffadax_fruittrees_object, category_nut"
{{ModId}}_WhiteCacaoPod,-81,Greens,"raffadax_object, raffadax_fruittrees_object, category_enchantedpod"
{{ModId}}_WhitePeach,-79,Fruit,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_WillowBark,-81,Greens,"raffadax_object, raffadax_fruittrees_object, forage_item, category_medicinalherb"
{{ModId}}_WinterStarberry,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, category_legendaryfruit"
{{ModId}}_Wisteria,-80,Flower,"raffadax_object, raffadax_fruittrees_object"
{{ModId}}_WitchHazel,-80,Flower,"raffadax_object, raffadax_fruittrees_object, forage_item"
{{ModId}}_Wolfberry,-79,Fruit,"raffadax_object, raffadax_fruittrees_object, category_enchantedfruit"
{{ModId}}_Yateveo,-80,Flower,"raffadax_object, raffadax_fruittrees_object, category_legendaryfruit"
{{ModId}}_Zaminkand,-80,Flower,"raffadax_object, raffadax_fruittrees_object, category_legendaryfruit"
{{ModId}}_6Below,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_legendarysodapop"
{{ModId}}_Absinthe,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spirit"
{{ModId}}_AbyssalBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanebrandy"
{{ModId}}_AbyssalChampagne,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanesparklingwine"
{{ModId}}_AbyssalFabric,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanecloth"
{{ModId}}_AbyssalKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanekombucha"
{{ModId}}_AbyssalSand,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanedust"
{{ModId}}_AbyssalWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanewine"
{{ModId}}_AcaiBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_AcaiCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_AcaiJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_AcaiJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_AcaiJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_AcaiLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitliqueur"
{{ModId}}_AcaiPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_AcaiPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_AcaiWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_AcornButter,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object"
{{ModId}}_AcornExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nutextract"
{{ModId}}_AcornFlour,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flour"
{{ModId}}_AcornKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nutteakombucha"
{{ModId}}_AcornLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nutliqueur"
{{ModId}}_AcornMilk,-6,Milk,"raffadax_object, raffadax_artisan_object, category_nondairymilk"
{{ModId}}_AcornOil,-26,ArtisanGoods,"oil_item, raffadax_object, raffadax_artisan_object, category_oil"
{{ModId}}_AcornTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nuttea"
{{ModId}}_AdoboSeasoning,-7,Cooking,"raffadax_object, raffadax_artisan_object, raffadax_cooked_object, category_spicemix"
{{ModId}}_Advieh,-7,Cooking,"raffadax_object, raffadax_artisan_object, raffadax_cooked_object, category_spicemix"
{{ModId}}_AdzukiAquafaba,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_Aether,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_phialedatmosphere"
{{ModId}}_AgarPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_bakingcomponent"
{{ModId}}_AgaveExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_medicinalherbextract"
{{ModId}}_AgaveJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_AgaveKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalkombucha"
{{ModId}}_AgaveNectar,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cocktailsyrup"
{{ModId}}_AgavePowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_medicinalpowder"
{{ModId}}_AgaveTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_coldtea"
{{ModId}}_Aguapanela,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbaltea"
{{ModId}}_AguapanelaKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalkombucha"
{{ModId}}_Akvavit,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spiceliqueur"
{{ModId}}_AlfredoSauce,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sauce"
{{ModId}}_AlgaePowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_medicinalpowder"
{{ModId}}_Alicorn,-18,Sell at Pierre or Marnie,"raffadax_object, raffadax_artisan_object, forage_item, category_mythicforage"
{{ModId}}_Alkahest,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_alchemicalcomponent"
{{ModId}}_AlkonostFeather,-18,Basic,"raffadax_object, raffadax_artisan_object, forage_item, category_legendaryfeather"
{{ModId}}_AlliumBalsam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_meadbalsam"
{{ModId}}_AlliumBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralbrandy"
{{ModId}}_AlliumFlowerLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralliqueur"
{{ModId}}_AlliumFlowerPreserves,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpreserves"
{{ModId}}_AlliumFlowerWater,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerwater"
{{ModId}}_AlliumHoney,-26,Artisan Goods,"honey_item, raffadax_object, raffadax_artisan_object, category_flowhoney"
{{ModId}}_AlliumHoneyJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_honeyjelly"
{{ModId}}_AlliumJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjam"
{{ModId}}_AlliumJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjelly"
{{ModId}}_AlliumJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjuice"
{{ModId}}_AlliumKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralkombucha"
{{ModId}}_AlliumMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mead"
{{ModId}}_AlliumNectar,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nectar"
{{ModId}}_AlliumPetals,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpetals"
{{ModId}}_AlliumPortMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedmead"
{{ModId}}_AlliumPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedfloralwine"
{{ModId}}_AlliumPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpuree"
{{ModId}}_AlliumTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floraltea"
{{ModId}}_AlliumWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralwine"
{{ModId}}_Allspice,-79,Fruit,"raffadax_object, raffadax_artisan_object, category_driedspice"
{{ModId}}_AllspiceBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_AllspiceChutney,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_chutney"
{{ModId}}_AllspiceExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spiceextract"
{{ModId}}_AllspiceJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_AllspiceJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_AllspiceKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spicekombucha"
{{ModId}}_AllspiceLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spiceliqueur"
{{ModId}}_AllspicePortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_AllspicePuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_AllspiceTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spicetea"
{{ModId}}_AllspiceWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_PackedAllspice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wholespice"
{{ModId}}_AlmondButter,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nutbutter"
{{ModId}}_AlmondExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nutextract"
{{ModId}}_AlmondFlour,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flour"
{{ModId}}_AlmondKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nutteakombucha"
{{ModId}}_AlmondMilk,-6,Milk,"raffadax_object, raffadax_artisan_object, category_nondairymilk"
{{ModId}}_AlmondOil,-26,ArtisanGoods,"oil_item, raffadax_object, raffadax_artisan_object, category_oil"
{{ModId}}_AlmondTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nuttea"
{{ModId}}_AloeExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_medicinalherbextract"
{{ModId}}_AloeJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_AloeKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalkombucha"
{{ModId}}_AloePowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_medicinalpowder"
{{ModId}}_AloeSalve,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_medicinalbalm"
{{ModId}}_AloeTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_coldtea"
{{ModId}}_AmanitaKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mushroomkombucha"
{{ModId}}_AmaranthFlour,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flour"
{{ModId}}_AmaranthJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_Amaretto,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nutliqueur"
{{ModId}}_Amaro,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herballiqueur"
{{ModId}}_AmaterasuWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_divinelibation"
{{ModId}}_AmberAle,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_beer"
{{ModId}}_AmberEssence,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cologne"
{{ModId}}_Ambergris,-23,Sell at Willy,"raffadax_object, raffadax_artisan_object, forage_item, category_beachforage"
{{ModId}}_Ambrosia,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_divinelibation"
{{ModId}}_Amchoor,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_groundspice"
{{ModId}}_AmericanCheese,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cheese"
{{ModId}}_Amrita,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_divinelibation"
{{ModId}}_Anardana,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_groundspice"
{{ModId}}_AncientCoin,-2,Gem,"raffadax_object, raffadax_artisan_object, forage_item, category_treasure"
{{ModId}}_AncientFruitCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythiccompote"
{{ModId}}_AncientFruitBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicbrandy"
{{ModId}}_AncientFruitJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicjam"
{{ModId}}_AncientFruitJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicjelly"
{{ModId}}_AncientFruitJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicfruitjuice"
{{ModId}}_AncientFruitLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicfruitliqueur"
{{ModId}}_AncientFruitPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicfortifiedwine"
{{ModId}}_AncientFruitPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicpuree"
{{ModId}}_AncientFruitWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicwine"
{{ModId}}_AncientHoney,-26,Artisan Goods,"mythic_honey_item, raffadax_object, raffadax_artisan_object, category_mythichoney"
{{ModId}}_AncientHoneyJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythichoneyjelly"
{{ModId}}_AncientMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicmead"
{{ModId}}_AncientMidus,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicmeadbalsam"
{{ModId}}_AncientNectar,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicnectar"
{{ModId}}_AncientPortMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicfortifiedmead"
{{ModId}}_AnemushroomKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mushroomkombucha"
{{ModId}}_AnemushroomPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mushroompowder"
{{ModId}}_AnemushroomTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mushroomtea"
{{ModId}}_AngosturaBitters,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_bitters"
{{ModId}}_AngosturaExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_medicinalherbextract"
{{ModId}}_AngosturaKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalkombucha"
{{ModId}}_AngosturaPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_medicinalpowder"
{{ModId}}_AngosturaTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbaltea"
{{ModId}}_AniseExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spiceextract"
