Output,Machine,Time,Makes,Chance,Input,Fuels
Ground Cinnamon,Auto Mill,1600,1,1,1 Cinnamon Sticks,
Ground Clove,Auto Mill,1600,1,1,1 Clove,
Ground Clove,Auto Mill,1600,1,1,1 Cloves,
Ground Coriander,Auto Mill,1600,1,1,1 Coriander,
Ground Coriander,Auto Mill,1600,1,1,1 Coriander Seed,
Ground Dill Seed,Auto Mill,1600,1,1,1 Dill Seeds,
Ground Dill Seed,Auto Mill,1600,1,1,1 Dill Seed,
Ground Fennel,Auto Mill,1600,1,1,1 Fennel Seeds,
Ground Fennel,Auto Mill,1600,1,1,1 Fennel Seed,
Ground Fenugreek,Auto Mill,1600,1,1,1 Fenugreek Seeds,
Ground Fenugreek,Auto Mill,1600,1,1,1 Fenugreek Seed,
Ground Cardamom,Auto Mill,1600,1,1,1 Green Cardamom Pod,
Ground Cardamom,Auto Mill,800,1,1,1 Green Cardamom,
Ground Cardamom,Auto Mill,800,1,1,1 Green Cardamom Seeds,
Ground Green Pepper,Auto Mill,1600,1,1,1 Green Peppercorns,
Ground Green Pepper,Auto Mill,1600,1,1,1 Whole Green Peppercorn,
Green Chili Powder,Auto Mill,1600,1,1,1 Jalapeño Pepper,
Ground Juniper,Auto Mill,1600,1,1,1 Juniper,
Ground Juniper,Auto Mill,1600,1,1,1 Juniper ,
Ground Juniper,Auto Mill,800,1,1,1 Dried Juniper,
Ground Mace,Auto Mill,1600,1,1,1 Mace,
Ground Mace,Auto Mill,1600,1,1,1 Mace ,
Mustard Powder,Auto Mill,1600,1,1,1 Mustard Seeds,
Mustard Powder,Auto Mill,1600,1,1,1 Mustard Seed,
Nutmeg ,Auto Mill,1600,1,1,1 Myristica Aril,
Mace,Auto Mill,1600,1,0.2,1 Myristica Aril,
Ground Nutmeg,Auto Mill,1600,1,1,1 Nutmeg ,
Ground Nutmeg,Auto Mill,1600,1,1,1 Nutmeg  ,
Paprika,Auto Mill,1600,1,1,1 Paprika Pepper,
Ground Allspice,Auto Mill,1600,1,1,1 Pimento Berry,
Ground Red Pepper,Auto Mill,1600,1,1,1 Red Peppercorns,
Ground Red Pepper,Auto Mill,1600,1,1,1 Whole Red Peppercorn,
Rowan Powder,Auto Mill,1600,1,1,1 Rowanberry,
Rowan Powder,Auto Mill,800,1,1,1 Dried Rowanberries,
Ground Saffron,Auto Mill,1600,1,1,1 Saffron,
Ground Saffron,Auto Mill,1600,1,1,1 Saffron ,
Scotch Bonnet Chili Powder,Auto Mill,1600,1,1,1 Scotch Bonnet Pepper,
Ground Anise,Auto Mill,1600,1,1,1 Star Anise,
Ground Anise,Auto Mill,1600,1,1,1 Anise Stars,
Ground Sumac,Auto Mill,1600,1,1,1 Sumac,
Ground Sumac,Auto Mill,800,1,1,1 Sumac ,
Ground Sumac,Auto Mill,800,1,1,1 Dried Sumac,
Turmeric Powder,Auto Mill,1600,1,1,1 Turmeric,
Ground Vanilla,Auto Mill,1600,1,1,1 Vanilla Bean,
Ground Vanilla,Auto Mill,1600,1,1,1 Vanilla Beans ,
Ground White Cardamom,Auto Mill,1600,1,1,1 White Cardamom Pod,
Ground White Cardamom,Auto Mill,800,1,1,1 White Cardamom,
Ground White Pepper,Auto Mill,800,1,1,1 White Peppercorns,
Ground White Pepper,Auto Mill,800,1,1,1 Whole White Peppercorn,
Red Chili Powder,Auto Mill,1600,1,1,1 Hot Pepper,
Ground Ginger,Auto Mill,1600,1,1,1 Ginger,
Ground Poppy Seed,Auto Mill,1600,1,1,1 Poppy Seeds,
Ground Poppy Seed,Auto Mill,1600,1,1,1 Poppy Seed,
Horseradish Powder,Auto Mill,1600,1,1,1 Wild Horseradish,
Horseradish Powder,Auto Mill,800,1,1,1 Prepared Horseradish,
Agave Powder,Auto Mill,1600,1,1,1 Agave,
Aloe Powder,Auto Mill,1600,1,1,1 Aloe,
Angostura Powder,Auto Mill,1600,1,1,1 Angostura Bark,
Baobab Powder,Auto Mill,1600,1,1,1 Baobab,
Ground Birch Bark,Auto Mill,1600,1,1,1 Birch Bark,
Ground Bamboo,Auto Mill,1600,1,1,1 Black Bamboo,
Indica ,Auto Mill,800,1,1,1 Indica Bud,
Indica ,Auto Mill,1600,1,1,5 Mary Jane,
Sativa ,Auto Mill,800,1,1,1 Sativa Bud,
Sativa ,Auto Mill,1600,1,1,5 The Devil's Lettuce,
Kief,Auto Mill,1600,1,1,1 Indica ,
Kief,Auto Mill,1600,1,1,1 Sativa ,
Cinchona Powder,Auto Mill,1600,1,1,1 Cinchona Bark,
Powdered Dandelion Root,Auto Mill,1600,1,1,1 Dandelion Root,
Gentian Powder,Auto Mill,1600,1,1,1 Gentian Bark,
Gentian Powder,Auto Mill,1600,1,1,1 Gentian Root,
Ground Ginkgo,Auto Mill,1600,1,1,1 Ginkgo Leaf,
Ground Ginkgo,Auto Mill,800,1,1,1 Dried Ginkgo Leaf,
Grape Vine Powder,Auto Mill,1600,1,1,1 Grape Leaf,
Grape Vine Powder,Auto Mill,800,1,1,1 Dried Grape Leaf,
Powdered Liverwort,Auto Mill,1600,1,1,1 Liverwort,
Powdered Liverwort,Auto Mill,800,1,1,1 Dried Liverwort,
Lotus Root Powder,Auto Mill,1600,1,1,1 Lotus Root,
Mugwort Powder,Auto Mill,1600,1,1,1 Mugwort,
Mugwort Powder,Auto Mill,800,1,1,1 Dried Mugwort,
Peyote Dust,Auto Mill,1600,1,1,1 Peyote,
Ground Eucalyptus,Auto Mill,1600,1,1,1 Rainbow Eucalyptus Leaf,
Ground Eucalyptus,Auto Mill,800,1,1,1 Dried Rainbow Eucalyptus,
Agar Powder,Auto Mill,1600,1,1,1 Red Algae,
Rose Hip Powder,Auto Mill,1600,1,1,1 Rose Hips,
Rowan Tea,Keg,180,1,1,1 Dried Rowanberries,
Ground Sarsaparilla,Auto Mill,1600,1,1,1 Sarsaparilla,
Ground Sassafras,Auto Mill,1600,1,1,1 Sassafras Root,
Ground Spruce,Auto Mill,1600,1,1,1 Spruce Tips,
Ground Willow Bark,Auto Mill,1600,1,1,1 Willow Bark,
Wormwood Powder,Auto Mill,1600,1,1,1 Wormwood,
Wormwood Powder,Auto Mill,800,1,1,1 Dried Wormwood,
Yarrow Dust,Auto Mill,1600,1,1,1 Yarrow Root,
Spirulina Powder,Auto Mill,1600,1,1,1 Green Algae,
Ground Holly,Auto Mill,1600,1,1,1 Holly,
Mahogany Seed Powder,Auto Mill,1600,1,1,1 Hulled Mahogany Seeds,
Algae Powder,Auto Mill,1600,1,1,1 White Algae,
Toadstool Powder,Auto Mill,1600,1,1,1 Amanita,
Toadstool Powder,Auto Mill,800,1,1,1 Dried Amanita,
Anemushroom Powder,Auto Mill,1600,1,1,1 Anemushroom,
Anemushroom Powder,Auto Mill,800,1,1,1 Dried Anemushroom,
Berserk Powder,Auto Mill,1600,1,1,1 Berserker Mushroom,
Berserk Powder,Auto Mill,800,1,1,1 Dried Berserker Mushroom,
Kalpasi,Auto Mill,1600,1,1,1 Black Stone Flower,
Kalpasi,Auto Mill,800,1,1,1 Dried Stone Flower,
Black Truffle Zest,Auto Mill,1600,1,1,1 Black Truffle,
Black Truffle Zest,Auto Mill,800,1,1,1 Dried Black Truffle,
Blue Oyster Powder,Auto Mill,1600,1,1,1 Blue Oyster Mushroom,
Blue Oyster Powder,Auto Mill,800,1,1,1 Dried Blue Oyster Mushroom,
Button Mushroom Powder,Auto Mill,1600,1,1,1 Button Mushroom,
Button Mushroom Powder,Auto Mill,800,1,1,1 Dried Button Mushroom,
Cactushroom Powder,Auto Mill,1600,1,1,1 Cactushroom,
Cactushroom Powder,Auto Mill,800,1,1,1 Dried Cactushroom,
Cremini Mushroom Powder,Auto Mill,1600,1,1,1 Cremini Mushroom,
Cremini Mushroom Powder,Auto Mill,800,1,1,1 Dried Cremini Mushroom,
Powdered Dryad Saddle,Auto Mill,1600,1,1,1 Dryad's Saddle,
Powdered Dryad Saddle,Auto Mill,800,1,1,1 Dried Dryad Saddle,
Ergot Powder,Auto Mill,800,1,1,1 Ergot,
Ergot Flour,Auto Mill,800,1,0.5,1 Ergot,
Ergot Powder,Auto Mill,800,1,1,1 Desiccated Ergot,
Frost Cap Powder,Auto Mill,1600,1,1,1 Frost Cap,
Frost Cap Powder,Auto Mill,800,1,1,1 Dried Frost Cap,
Gem Cap Powder,Auto Mill,1600,1,1,1 Gem Cap,
Gem Cap Powder,Auto Mill,800,1,1,1 Dried Gem Cap,
Glow Dust,Auto Mill,1600,1,1,1 Luminushroom,
Glow Dust,Auto Mill,800,1,1,1 Dried Luminushroom,
Matsutake Powder,Auto Mill,1600,1,1,1 Matsutake Mushroom,
Matsutake Powder,Auto Mill,800,1,1,1 Dried Matsutake Mushroom,
Mosshroom Powder,Auto Mill,1600,1,1,1 Mosshroom,
Mosshroom Powder,Auto Mill,800,1,1,1 Dried Mosshroom,
Portobello Mushroom Powder,Auto Mill,1600,1,1,1 Portobello Mushroom,
Portobello Mushroom Powder,Auto Mill,800,1,1,1 Dried Portobello,
Psilocybin Mushroom Powder,Auto Mill,1600,1,1,1 Psilocybin Mushroom,
Psilocybin Mushroom Powder,Auto Mill,800,1,1,1 Dried Psilocybin Mushroom,
Puffball Mushroom Powder,Auto Mill,1600,1,1,1 Puffball Mushroom,
Puffball Mushroom Powder,Auto Mill,800,1,1,1 Dried Puffball Mushroom,
Radioactive Mushroom Powder,Auto Mill,1600,1,1,1 Radioactive Mushroom,
Radioactive Mushroom Powder,Auto Mill,800,1,1,1 Dried Radioactive Mushroom,
Powdered Ganoderma,Auto Mill,1600,1,1,5 Red Antler Reishi,
Powdered Ganoderma,Auto Mill,800,1,1,1 Dried Antler Reishi,
Thunder Cap Powder,Auto Mill,1600,1,1,1 Thunder Cap,
Thunder Cap Powder,Auto Mill,800,1,1,1 Dried Thunder Cap,
Void Powder,Auto Mill,1600,1,1,1 Void Mushroom,
Void Powder,Auto Mill,800,1,1,1 Dried Void Mushroom,
White Truffle Zest,Auto Mill,1600,1,1,1 White Truffle,
White Truffle Zest,Auto Mill,800,1,1,1 Dried White Truffle,
Chanterelle Powder,Auto Mill,1600,1,1,1 Chanterelle,
Chanterelle Powder,Auto Mill,800,1,1,1 Dried Chanterelle,
Mushroom Powder,Auto Mill,1600,1,1,1 Common Mushroom,
Mushroom Powder,Auto Mill,800,1,1,1 Dried Mushroom ,
Magma Cap Powder,Auto Mill,1600,1,1,1 Magma Cap,
Magma Cap Powder,Auto Mill,800,1,1,1 Dried Magma Cap,
Morel Powder,Auto Mill,1600,1,1,1 Morel,
Morel Powder,Auto Mill,800,1,1,1 Dried Morel,
Purple Mushroom Powder,Auto Mill,1600,1,1,1 Purple Mushroom,
Purple Mushroom Powder,Auto Mill,800,1,1,1 Dried Purple Mushroom,
Red Mushroom Powder,Auto Mill,1600,1,1,1 Red Mushroom,
Red Mushroom Powder,Auto Mill,800,1,1,1 Dried Red Mushroom,
Truffle Zest,Auto Mill,1600,1,1,1 Truffle,
Truffle Zest,Auto Mill,800,1,1,1 Dried Truffle,
Black Pearl Dust,Auto Mill,3400,1,1,1 Black Pearl,
Ebony Powder,Auto Mill,3400,1,1,1 Ebony Wood,
Pearl Dust,Auto Mill,3400,5,1,1 Giant Pearl,
Chandan Powder,Auto Mill,3400,1,1,1 Sandalwood,
Coral Dust,Auto Mill,3400,1,1,1 Coral,
Pearl Dust,Auto Mill,3400,1,1,1 Pearl,
Black Garlic Powder,Auto Mill,1600,1,1,1 Black Garlic,
Black Garlic Powder,Auto Mill,1600,1,1,1 Minced Black Garlic,
Green Onion Powder,Auto Mill,1600,1,1,1 Green Onion,
Green Onion Powder,Auto Mill,800,1,1,1 Minced Green Onion,
Kelp Powder,Auto Mill,1600,1,1,1 Kelp,
Kelp Powder,Auto Mill,800,1,1,1 Nori,
Kelp Powder,Auto Mill,800,1,1,1 Aonori,
Red Onion Powder,Auto Mill,1600,1,1,1 Red Onion,
Red Onion Powder,Auto Mill,800,1,1,1 Minced Red Onion,
Table Salt,Auto Mill,1600,4,1,1 Rock Salt,
Scallion Powder,Auto Mill,1600,1,1,1 Scallion,
Scallion Powder,Auto Mill,800,1,1,1 Minced Scallions,
Tomato Flakes,Auto Mill,800,1,1,1 Sun Dried Tomato,
Onion Powder,Auto Mill,1600,1,1,1 White Onion,
Onion Powder,Auto Mill,800,1,1,1 Minced Onion,
Garlic Powder,Auto Mill,1600,1,1,1 Garlic,
Garlic Powder,Auto Mill,1600,1,1,1 Minced Garlic,
Spring Onion Powder,Auto Mill,1600,1,1,1 Spring Onion,
Spring Onion Powder,Auto Mill,800,1,1,1 Minced Spring Onion,
Seaweed Powder,Auto Mill,1600,1,1,1 Seaweed,
Seaweed Powder,Auto Mill,800,1,1,1 Dried Seaweed,
Seaweed Powder,Auto Mill,800,1,1,1 Seaweed Flakes,
Tomato Flakes,Auto Mill,1600,1,1,1 Tomato,
Bahidaj Seeds,Auto Mill,1600,1,1,1 Bahidaj,
Bergamot Orange Zest,Auto Mill,1600,1,1,1 Bergamot Orange,
Buddha's Hand Zest,Auto Mill,1600,1,1,1 Buddha's Hand,
Cashew,Auto Mill,1600,1,1,1 Cashew Apple,
Cashew,Auto Mill,1600,1,0.25,1 Cashew Apple,
Cashew,Auto Mill,1600,1,0.25,1 Cashew Apple,
Carambola Zest,Auto Mill,1600,1,1,1 Carambola,
Grapefruit Zest,Auto Mill,1600,1,1,1 Grapefruit,
Lime Zest,Auto Mill,1600,1,1,1 Key Lime,
Laraha Orange Zest,Auto Mill,1600,1,1,1 Laraha Orange,
Orange Zest,Auto Mill,1600,1,1,1 Mandarin Orange,
Lemon Zest,Auto Mill,1600,1,1,1 Meyer Lemon,
Myristica Aril,Auto Mill,1600,1,1,1 Myristica,
Myristica Aril,Auto Mill,1600,1,0.5,1 Myristica,
Myristica Aril,Auto Mill,1600,1,0.25,1 Myristica,
Pink Lemon Zest,Auto Mill,1600,1,1,1 Pink Lemon,
Grapefruit Zest,Auto Mill,1600,1,1,1 Ruby Red Grapefruit,
Apricot Kernel,Auto Mill,1600,1,1,1 Apricot,
Apricot Kernel,Auto Mill,1600,1,0.5,1 Apricot,
Apricot Kernel,Auto Mill,1600,1,0.25,1 Apricot,
Amchoor,Auto Mill,1600,1,1,1 Mango,
Orange Zest,Auto Mill,1600,1,1,1 Orange,
Pomegranate Seeds,Auto Mill,180,1,1,1 Pomegranate,
Anardana,Auto Mill,180,1,0.2,1 Pomegranate,
Anardana,Auto Mill,1600,1,1,1 Pomegranate Seeds,
Pumpkin Seeds,Auto Mill,1600,2,1,1 Pumpkin,
Pumpkin Seeds,Auto Mill,1600,1,0.3,1 Pumpkin,
Pumpkin Seeds,Auto Mill,1600,1,0.3,1 Pumpkin,
Rhubarb Stalks,Auto Mill,1600,1,1,1 Rhubarb,
Rhubarb Stalks,Auto Mill,1600,1,0.3,1 Rhubarb,
Starfruit Zest,Auto Mill,1600,1,1,1 Starfruit,
Fiber,Auto Mill,1600,20,1,1 Bird Nest,
Fiber,Auto Mill,1600,1,0.33,1 Bird Nest,
Fiber,Auto Mill,1600,1,0.33,1 Bird Nest,
Dandelion Seeds,Auto Mill,90,3,1,1 Dandelion Puffball,
Dandelion Seeds,Auto Mill,90,1,0.25,1 Dandelion Puffball,
Dandelion Seeds,Auto Mill,90,1,0.25,1 Dandelion Puffball,
Dandelion Seeds,Auto Mill,90,1,0.25,1 Dandelion Puffball,
Relish,Auto Mill,1600,1,1,1 Dill Pickles,
Hemp Fiber,Auto Mill,1600,1,1,1 Hemp Stalk,
Hemp Fiber,Auto Mill,1600,1,0.25,1 Hemp Stalk,
Hemp Fiber,Auto Mill,1600,1,0.25,1 Hemp Stalk,
Lotus Fiber,Auto Mill,1600,1,1,1 Lotus Stalk,
Lotus Fiber,Auto Mill,1600,1,0.25,1 Lotus Stalk,
Lotus Fiber,Auto Mill,1600,1,0.25,1 Lotus Stalk,
Fiber,Auto Mill,1600,75,1,1 Tumbleweed,
Fiber,Auto Mill,1600,1,0.33,1 Tumbleweed,
Fiber,Auto Mill,1600,1,0.33,1 Tumbleweed,
Sugar,Auto Mill,3400,1,1,1 Beet,
Rice,Auto Mill,1600,1,1,1 Unmilled Rice,
Sand of Chaos,Auto Mill,10000,1,1,1 Apple of Discord,
Harmonic Powder,Auto Mill,10000,1,1,1 Apple of Idunn,
Shards of Bifrost,Auto Mill,5000,1,1,1 Bifrost,
Aurora Powder,Auto Mill,5000,1,0.5,1 Bifrost,
Aurora Powder,Auto Mill,2500,1,1,1 Shards of Bifrost,
Aurora Powder,Auto Mill,2500,1,1,1 Petals of Bifrost,
Aurora Powder,Auto Mill,2500,1,1,1 Dried Bifrost Flower,
Azoth,Auto Mill,10000,1,1,1 Cintamani Flower,
Azoth,Auto Mill,10000,1,1,1 Cintamani Flower Petals,
Azoth,Auto Mill,10000,1,1,1 Dried Cintamani Flower,
Ground Jungle Moss,Auto Mill,5000,1,1,1 Deep Jungle Moss,
Jungle Moss Phyllids,Auto Mill,5000,1,0.2,1 Deep Jungle Moss,
Ground Jungle Moss,Auto Mill,2500,1,1,1 Dried Jungle Moss,
Ground Jungle Moss,Auto Mill,2500,1,1,1 Jungle Moss Phyllids,
Inferno Powder,Auto Mill,10000,1,1,1 Dragon Berry,
Fern Flower Dust,Auto Mill,5000,1,1,1 Fern Flower,
Fern Flower Dust,Auto Mill,2500,1,1,1 Dried Fern Flower,
Fern Flower Dust,Auto Mill,2500,1,1,1 Fern Flower Petals,
Abyssal Sand,Auto Mill,10000,1,1,1 Fruit of the Netherworld,
Auric Powder,Auto Mill,10000,1,1,1 Hesperidium,
Luck Powder,Auto Mill,5000,1,1,5 Lucky Clover,
Nightshade Powder,Auto Mill,5000,1,1,1 Mandragora Flower,
Nightshade Powder,Auto Mill,2500,1,1,1 Dried Mandragora Flower,
Nightshade Powder,Auto Mill,2500,1,1,1 Mandragora Flower Petals,
Mandrake Powder,Auto Mill,10000,1,1,1 Mandrake,
Lunar Dust,Auto Mill,10000,1,1,5 Moonberry,
Arctic Dust,Auto Mill,10000,1,1,1 Polar Berry,
Forest Rose Powder,Auto Mill,5000,1,1,1 Rose of Avalon,
Forest Rose Powder,Auto Mill,2500,1,1,1 Dried Forest Rose,
Forest Rose Powder,Auto Mill,2500,1,1,1 Forest Rose Petals,
Star Dust,Auto Mill,7500,1,1,1 Blue Star Powder,1 Red Star Powder
Star Dust,Auto Mill,7500,1,1,1 Red Star Powder,1 Blue Star Powder
Red Star Powder,Auto Mill,7500,1,1,5 Summer Starberry,
Solar Dust,Auto Mill,10000,1,1,5 Sunberry,
Sylvan Powder,Auto Mill,7500,1,1,1 Fern Flower Dust,1 Forest Rose Powder/1 Mandrake Powder
Sylvan Powder,Auto Mill,7500,1,1,1 Forest Rose Powder,1 Fern Flower Dust/1 Mandrake Powder
Sylvan Powder,Auto Mill,7500,1,1,1 Mandrake Powder,1 Forest Rose Powder/1 Fern Flower Dust
Tempest Powder,Auto Mill,7500,1,1,1 Arctic Dust,1 Inferno Powder
Tempest Powder,Auto Mill,7500,1,1,1 Inferno Powder,1 Arctic Dust
Bad Luck Powder,Auto Mill,5000,1,1,5 Unlucky Clover,
Powder of Argent,Auto Mill,10000,1,1,1 Vakkhic Grape,
Blue Star Powder,Auto Mill,7500,1,1,5 Winter Starberry,
Voodoo Dust,Auto Mill,10000,1,1,1 Yateveo,
Noxious Powder,Auto Mill,5000,1,1,1 Zaminkand,
Catholicon,Auto Mill,10000,1,1,1 Alicorn,
Arctic Dust,Auto Mill,10000,1,1,1 Alkonost Feather,
Azoth,Auto Mill,10000,1,1,1 Garuda Feather,
Glass Shards,Auto Mill,10000,25,1,1 Glass Pumpkin,
Gold Ore,Auto Mill,10000,10,1,1 Golden Antler,
Auric Powder,Auto Mill,10000,1,1,1 Golden Feather ,
Gold Ore,Auto Mill,10000,5,1,1 Golden Leaf,
Gold Ore,Auto Mill,10000,25,1,1 Golden Pumpkin,
Abyssal Sand,Auto Mill,10000,1,1,1 Hellhound Fang,
Iridium Ore,Auto Mill,10000,15,1,1 Iridium Feather,
Sylvan Powder,Auto Mill,10000,1,1,1 Jackalope Antlers,
Voodoo Dust,Auto Mill,10000,1,1,1 Kraken Hook,
Lunar Dust,Auto Mill,10000,1,1,1 Leviathan Scale,
Mythril Ore,Auto Mill,10000,15,1,1 Mythril Feather,
Star Dust,Auto Mill,10000,1,1,1 Nagual Whiskers,
Inferno Powder,Auto Mill,10000,1,1,1 Phoenix Feather ,
Radioactive Ore,Auto Mill,10000,15,1,1 Radioactive Feather,
Solar Dust,Auto Mill,10000,1,1,1 Roc Feather,
Aurora Powder,Auto Mill,10000,1,1,1 Resplendent Feather,
Catholicon,Auto Mill,10000,1,1,1 Seraph Feather,
Silver Ore,Auto Mill,10000,10,1,1 Silver Antler,
Powder of Argent,Auto Mill,10000,1,1,1 Silver Feather ,
Silver Ore,Auto Mill,10000,5,1,1 Silver Leaf,
Tempest Powder,Auto Mill,10000,1,1,1 Thunderbird Feather,
Aurora Powder,Auto Mill,10000,1,1,1 Tulikko Fur,
Noxious Powder,Auto Mill,10000,1,1,1 Wendigo Antler,
Lunar Dust,Auto Mill,10000,1,1,1 Werewolf Claw,
Birch Beer,Beverage Keg,180,1,1,1 Birch Bark,1 Sugar
Cherry Cola,Beverage Keg,180,1,1,1 Black Cherry,1 Kola Nut/1 Sugar
Cassis Soda,Beverage Keg,180,1,1,1 Black Currants,1 Sugar
Butterscotch Beer,Beverage Keg,180,1,1,1 Butterscotch,1 Sugar
Tonic Water,Beverage Keg,180,1,1,1 Cinchona Bark,
Sour Apple Soda,Beverage Keg,180,1,1,1 Crabapple,1 Sugar
Elderberry Soda,Beverage Keg,180,1,1,1 Elderberry,1 Sugar
Elderflower Soda,Beverage Keg,180,1,1,1 Elderflower,1 Sugar
Styx Soda,Beverage Keg,180,1,1,1 Fruit of the Netherworld,1 Sugar
Spurt,Beverage Keg,180,1,1,1 Grapefruit,1 Sugar
Wolf Cola,Beverage Keg,180,1,1,1 Guarana ,1 Kola Nut/1 Wolfberry/1 Sugar
Apple Soda,Beverage Keg,180,1,1,1 Honeycrisp Apple,1 Sugar
Pixie,Beverage Keg,180,1,1,1 Key Lime,1 Sugar
Cola,Beverage Keg,180,1,1,1 Kola Nut,1 Sugar
Lychee Soda,Beverage Keg,180,1,1,1 Lychee,1 Sugar
Lemon Up,Beverage Keg,180,1,1,1 Meyer Lemon,1 Sugar
Pear Soda,Beverage Keg,180,1,1,1 Pear,1 Sugar
Dr. Pimento,Beverage Keg,180,1,1,1 Pimento Berry,1 Prune/1 Sugar
6-Below,Beverage Keg,180,1,1,1 Poison Apple,1 Sugar
Dr. Pimento,Beverage Keg,180,1,1,1 Prune,1 Pimento Berry/1 Sugar
Club Soda,Beverage Keg,180,1,1,1 Pure Water,
Seltzer,Beverage Keg,180,1,0.5,1 Pure Water,
Spurt,Beverage Keg,180,1,1,1 Ruby Red Grapefruit,1 Sugar
Sakura Soda,Beverage Keg,180,1,1,1 Sakura,1 Sugar
Sarsaparilla ,Beverage Keg,180,1,1,1 Sarsaparilla,1 Sugar
Mountain Blue,Beverage Keg,180,1,1,1 Saskatoon,1 Sugar
Root Beer,Beverage Keg,180,1,1,1 Sassafras Root,1 Sugar
Spruce Beer,Beverage Keg,180,1,1,1 Spruce Tips,1 Sugar
Tamarind Soda,Beverage Keg,180,1,1,1 Tamarind,1 Sugar
Cream Soda,Beverage Keg,180,1,1,1 Vanilla Bean,1 Sugar
Wolf Cola,Beverage Keg,180,1,1,1 Wolfberry,1 Guarana /1 Kola Nut/1 Sugar
Woodruff Soda,Beverage Keg,180,1,1,1 Woodruff,1 Sugar
Apple Soda,Beverage Keg,180,1,1,1 Apple,1 Sugar
Cranberry Ginger Ale,Beverage Keg,180,1,1,1 Cranberries,3 Ginger/1 Sugar
Ginger Ale,Beverage Keg,180,1,1,3 Ginger,1 Sugar
Ginger Beer,Beverage Keg,180,1,1,1 Ginger Extract,3 Ginger/1 Sugar
Grape Crash,Beverage Keg,180,1,1,1 Grape,1 Sugar
Melon Soda,Beverage Keg,180,1,1,1 Melon,1 Sugar
Orange Crash,Beverage Keg,180,1,1,1 Orange,1 Sugar
Pineapple Crash,Beverage Keg,180,1,1,1 Pineapple,1 Sugar
Arnold Palmer,Beverage Keg,180,1,1,1 Black Tea Leaf,1 Lemon/1 Sugar
Blue Raspberry Lemonade,Beverage Keg,180,1,1,1 Blue Raspberry,1 Lemon/1 Sugar
Lemonade,Beverage Keg,180,1,1,1 Lemon,1 Sugar
Limeade,Beverage Keg,180,1,1,1 Lime,1 Sugar
Orangeade,Beverage Keg,180,1,1,1 Mandarin Orange,1 Sugar
Pink Lemonade,Beverage Keg,180,1,1,1 Pink Lemon,1 Sugar
Fruit Punch,Beverage Keg,180,1,1,1 Cherry,1 Grape/1 Pineapple/1 Orange/1 Sugar
Strawberry Lemonade,Beverage Keg,180,1,1,1 Strawberry,1 Lemon/1 Sugar
Green Tea Lemonade,Beverage Keg,180,1,1,1 Tea Leaves,1 Lemon/1 Sugar
Agave Nectar,Beverage Keg,180,1,1,1 Agave,
Orgeat,Beverage Keg,180,1,1,1 Almond,1 Rose Water/1 Sugar
Demerara Syrup,Beverage Keg,180,1,1,1 Cane Sugar,1 Pure Water
Cinnamon Syrup,Beverage Keg,180,1,1,1 Cinnamon Bark,1 Sugar
Cardamom Syrup,Beverage Keg,180,1,1,1 Green Cardamom Pod,1 Sugar
Orgeat,Beverage Keg,180,1,1,1 Marcona Almond,1 Rose Water/1 Sugar
Cream of Coconut,Beverage Keg,360,1,1,1 Coconut,1 Sugar
Cream of Coconut,Beverage Keg,180,1,1,1 Coconut Flakes,1 Sugar
Honey Syrup,Beverage Keg,180,1,1,1 Honey,1 Pure Water
Grenadine,Beverage Keg,180,1,1,1 Pomegranate,1 Sugar
Grenadine,Beverage Keg,180,1,1,1 Pomegranate Seeds,1 Sugar
Grenadine,Beverage Keg,180,1,1,1 Pomegranate Juice,1 Sugar
Simple Syrup,Beverage Keg,180,1,1,1 Sugar,1 Pure Water
Dark Chocolate Syrup,Beverage Keg,180,1,1,1 Dark Cocoa Beans,1 Sugar
Dark Chocolate Syrup,Beverage Keg,150,1,1,1 Dark Cocoa Powder,1 Sugar
Butterscotch Syrup,Beverage Keg,180,1,1,1 Butterscotch Extract,1 Sugar
Caramel Syrup,Beverage Keg,180,1,1,1 Caramel Extract,1 Sugar
Chocolate Syrup,Beverage Keg,180,1,1,1 Cocoa Beans,1 Sugar
Chocolate Syrup,Beverage Keg,150,1,1,1 Cocoa Powder,1 Sugar
Corn Syrup,Beverage Keg,180,1,1,1 Blue Corn,
Corn Syrup,Beverage Keg,180,1,1,1 Glass Gem Corn,
Corn Syrup,Beverage Keg,180,1,1,1 Red Corn,
Peppermint Syrup,Beverage Keg,180,1,1,1 Peppermint,1 Sugar
Mint Syrup,Beverage Keg,180,1,1,1 Spearmint,1 Sugar
Vanilla Syrup,Beverage Keg,180,1,1,1 Vanilla Extract,1 Sugar
White Chocolate Syrup,Beverage Keg,180,1,1,1 White Cocoa Beans,1 Sugar
White Chocolate Syrup,Beverage Keg,150,1,1,1 White Cocoa Powder,1 Sugar
Strawberry Syrup,Beverage Keg,180,1,1,1 Strawberry Juice,1 Sugar
Chocolate Milk ,Beverage Keg,180,1,1,1 Chocolate Syrup,1 Any Milk item
Dark Chocolate Milk,Beverage Keg,180,1,1,1 Dark Chocolate Syrup,1 Any Milk item
Orange Milk,Beverage Keg,180,1,1,1 Orange Juice,1 Any Milk item/1 Sugar
Strawberry Milk,Beverage Keg,180,1,1,1 Strawberry Syrup,1 Any Milk item
Vanilla Milk,Beverage Keg,180,1,1,1 Vanilla Syrup,1 Any Milk item
